"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
 ","NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","PHAGI","2019-01-07T08:33:23.243"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","VIRATNAGAR","2019-01-07T08:35:36.067"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME CONTACT NUMBER OF RAJFED ?
","TOLLFREE NUMBER OF RAJFED -18001806001, 0141-2744910
","RAJASTHAN","JAIPUR","PHAGI","2019-01-07T08:36:00.917"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING
","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-07T09:32:11.137"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-07T10:02:24.637"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-07T10:12:23.28"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-07T10:13:07.603"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 

","RAJASTHAN","JAIPUR","KOTPUTLI","2019-01-07T10:14:44.073"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-07T10:19:07.22"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","PHAGI","2019-01-07T10:39:48.83"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","BASSI","2019-01-07T10:55:07.997"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING
","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","AMBER","2019-01-07T10:55:13.55"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JAIPUR","AMBER","2019-01-07T10:59:40.957"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","CHAKSU","2019-01-07T11:02:14.87"
"NA","AGRICULTURE","Others","Others","Weather","INCOMPLETE CALL","INCOMPLETE CALL","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-07T11:30:37.73"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN WHEAT ?","USE CARBOFURAN 3% G 25-30 KG PER HA
","RAJASTHAN","JAIPUR","GOVINDGARH","2019-01-07T11:35:17.32"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","	Plant Protection	","TELL ME ABOUT NEMATODE CONTROL IN PEA ?","USE NIMETONE 3 LITER PER HA WITH IRRIGATION FOR CONTROL OF NEMETODE 
","RAJASTHAN","JAIPUR","AMBER","2019-01-07T12:02:00.84"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-07T12:03:24.753"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ROOT ROT CONTROL IN GROUNDNUT","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JAIPUR","VIRATNAGAR","2019-01-07T12:12:59.453"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ROOT ROT CONTROL IN WHEAT ?","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JAIPUR","VIRATNAGAR","2019-01-07T12:13:54.35"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","AMBER","2019-01-07T12:14:52.26"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","AMBER","2019-01-07T12:24:26.707"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","SANGANER","2019-01-07T12:27:36.907"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JAIPUR","SAMBHAR","2019-01-07T12:36:26.58"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME INSECT CONTROL IN GRAM ?","SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER 
","RAJASTHAN","JAIPUR","SHAHPURA","2019-01-07T12:36:33.103"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","TELL ME INSECT CONTROL IN MUSARD ?","SPRAY OF MONOCROTOPHOS 36% SL 2 ML PER LITER WATER 
","RAJASTHAN","JAIPUR","BASSI","2019-01-07T13:16:23.19"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-07T13:24:59.137"
"NA","HORTICULTURE","Fruits","Papaya","	Plant Protection	","TELL ME METHOD OF PREPARE BORDEAUX MIXTURE FOR PAPAYA?
","DISSOLVE COPPER SULPHATE 400 GM + LIME 400 GM IN 40 LITER WATER FOR PREPARE BORDEAUX MIXTURE 
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-07T13:28:27.26"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JAIPUR","JAMWA RAMGARH","2019-01-07T13:30:05.93"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JAIPUR","SHAHPURA","2019-01-07T13:47:52.13"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JAIPUR","VIRATNAGAR","2019-01-07T13:51:54.077"
