"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN GRAM ?
","SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-08T16:23:29.873"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME TERMITE CONTROL IN WHEAT ","  USE CHLOROPYRIFOS 20% EC 4 LITER PER HA WITH IRRIGATION   
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-08T16:32:56.787"
"NA","HORTICULTURE","Fruits","Sapota","Nutrient Management","TELL ME CONTROL OF FLOWER DROPING IN SAPOTA ?","SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-08T17:18:06.04"
"NA","HORTICULTURE","Vegetables","Ridge Gourd","Seeds and Planting Material","TELL ME VARIETY OF RIDGE GOURD   ?","VARIETY OF RIDGE GOURD = PUSA NASDAR, SATPUTIYA, PUSA NUTAN 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-08T18:54:30.23"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN WHEAT ?
","USE CARBOFURAN 3% G 25-30 KG PER HA
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-08T21:15:49.18"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-09T07:41:10.92"
"NA","AGRICULTURE","Others","0","Seeds","TELL ME  ABOUT  CONTACT NO. OF  BIKANER KVK ? "," CONTACT NO. OF  BIKANER KVK - 0151- 2250944","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T07:52:53.823"
"NA","HORTICULTURE","Fruits","Citrus","Fertilizer Use and Availability","TELL ME MICRO NUTRIENT MANAGEMENT ","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER 

","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-09T08:12:29.897"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T08:17:18.343"
"NA","AGRICULTURE","Others","0","Soil Health Card","TELL ME ABOUT TAKING SOIL SAMPLE ?","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","JHUNJHUNU","UDAIPURWATI","2019-02-09T08:18:51.557"
"NA","AGRICULTURE","Others","Others","Weather","
TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-09T09:28:08.84"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL  ME  SUBSIDY ON JAL HOUZ ?","SUBSIDY ON JAL HOUZ = 60% OF TOTAL COST OR 90000/- MAXIMUM 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T10:05:14.47"
"NA","ANIMAL HUSBANDRY","Animal","Goat","Animal Breeding","TELL ME GOAT FARMING IN RAMSER AJMER","ABOUTGOAT FARMING IN RAMSER AJMER=  9413400786","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-09T10:31:33.59"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME MICRO NUTRIENT MANAGEMENT 
","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER ","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-09T10:35:34.413"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T11:21:05.787"
"NA","HORTICULTURE","Fruits","Ber","	Plant Protection	","TELL ME ABOUT NEMATODE CONTROL IN BER ?","USE NIMETONE 3 LITER PER HA WITH IRRIGATION FOR CONTROL OF NEMETODE 
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T11:26:11.443"
"NA","HORTICULTURE","Fruits","Mango","	Plant Protection	","TELL ME DISEASE CONTROL  ?
","SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 1.5 GM PER 15 LITER WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T11:44:22.73"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  WHEAT   ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T12:06:43.183"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME VARIETY OF TOMATO ?","VARIETY OF TOMATO= PUSA GOURAV, PUSA SADABAHAR, PUSA ROHINI, P H 8
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-09T12:13:04.733"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T12:55:49.357"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T13:21:15.467"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME ROOT ROT CONTROL IN GRAM ?","DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T13:55:17.42"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," NO RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T14:29:51.023"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T14:33:56.087"
"NA","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","TELL ME DISEASE CONTROL IN LENTIL ?","DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION

","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T14:45:59.77"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ROOT ROT CONTROL IN  WHEAT ?
","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T14:46:46.367"
"NA","AGRICULTURE","Others","Others","Weather","FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T15:13:56.72"
"NA","AGRICULTURE","Others","Others","Soil Testing","TELL ME ABOUT TAKING SOIL SAMPLE ?
","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T15:24:24.88"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T15:25:22.943"
"NA","AGRICULTURE","Pulses","Black Gram (urd bean)","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER ","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-09T15:56:30.447"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JHUNJHUNU","0   ","2019-02-09T15:59:07.4"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME ROOT ROT CONTROL IN GROUNDNUT
","USE CARBENDAZIM 250 GM/ BHEEGA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T16:10:37.52"
"NA","AGRICULTURE","Others","Others","Weather","
TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T16:19:52.86"
"NA","AGRICULTURE","Others","Others","Soil Testing","TELL ME HOW TO COLLECT SOIL SAMPLE 
","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T16:21:57.13"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T16:31:32"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","	Plant Protection	","TELL ME INSECT CONTROL IN FENUGREEK ?","SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER  
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-09T16:46:40.187"
"NA","AGRICULTURE","Others","Others","Weather","FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T17:03:34.297"
"NA","HORTICULTURE","Fruits","Pomegranate","Spices and Condiment Crops","TELL ME VARIETY OF POMEGRANATE","VARIETY OF POMGRANATE = MRIDULA, GANESH, SINDURI 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T17:04:36.59"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T17:11:11.87"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT FROST SAVING","SPRAY OF SULPHURE 2GM/LITER WATER FOR FROST SAVING
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T17:17:40.987"
"NA","HORTICULTURE","Fruits","Citrus","	Plant Protection	","TELL ME CONTROL OF FLOWER DROPING   IN CITRUS ?
","SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-09T17:23:26.47"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL ME CONTACT TO AG DEPTT. OF YOUR DISTT.","PLEASE CONTACT TO AG DEPTT. OF YOUR DISTT.
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T17:24:14.72"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND  CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-09T17:40:21.86"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN WHEAT ?","SPRAY OF POTTESIUM SULFATE 0:0:50 GRADE 10 GRAM /LITER WATER ","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-09T17:42:31.7"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T18:56:07.483"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-09T19:03:30.577"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME DISEASE CONTROL IN  MU?","DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-09T19:39:04.897"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME VARIETY OF WATER MELON
","VARIETY OF WATERMELON = SUGAR BEBI, ARKA MANIK 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T20:56:11.97"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME VARIETY OF CHILLI
","VARIETY OF CHILLI = RCH 1, NP-46, PUSA JWALA, MATHANIA LONG, PANT C 2
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T20:57:24.183"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME VARIETY OF CHILLI
","VARIETY OF CHILLI = RCH 1, NP-46, PUSA JWALA, MATHANIA LONG, PANT C 2
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-09T21:02:21.43"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","	Plant Protection	","TELL ME INSECT CONTROL IN MUSTARD ?
","USE IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER IN ROOT ZONE 
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-10T08:03:49.983"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","10 Feb Rainfall(MM) : 0 Temp(Max/Min):0  / 0  Humidity(Max/Min)NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY0  / 0  Wind:0 ","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-10T08:05:36.907"
"NA","AGRICULTURE","Others","0","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T09:51:09.38"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  SKY
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-10T10:20:09.283"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER ","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T10:27:58.46"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T10:29:59.3"
"NA","AGRICULTURE","Fodder Crops","Lucerne (Alfalfa)","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN ALFALFA ?  ","SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER  
","RAJASTHAN","JHUNJHUNU","UDAIPURWATI","2019-02-10T10:40:20.41"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-10T11:10:24.13"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-10T12:09:34.127"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T12:10:08.4"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T12:23:16.9"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-10T13:35:12.653"
"NA","AGRICULTURE","Others","Others","Soil Testing","SOIL TESTING
TELL ME ABOUT TAKING SOIL SAMPLE ?","DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL 
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-10T13:37:45.1"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-10T13:43:35.98"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME SUBSIDY ON SPRINGKALAR SYSTEM ?
","SUBSIDY ON SPRINGKALAR SYSTEM IS 50% OF TOTAL COST
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T14:09:24.65"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-10T15:02:10.303"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","TELL ME INSECT CONTROL IN MUSTARD ?
","SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER  
","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-10T15:05:10.77"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-10T15:13:27.387"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  IN WHEAT ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T15:15:50.113"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-10T15:22:10.73"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-10T15:54:27.037"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T16:10:38.7"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T16:11:00.65"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT INSECT CONTROL IN 
","  USE CHLOROPYRIFOS 20% EC 4 LITER PER HA WITH IRRIGATION   
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T16:11:25.953"
"NA","HORTICULTURE","Fruits","Citrus","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-10T16:59:17.697"
"NA","HORTICULTURE","Vegetables","Onion","	Plant Protection	","TELL ME NUTRIENT MANAGEMENT  ?","SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T17:01:37.04"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T17:06:51.523"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T17:41:37.047"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","TELL ME ABOUT FUNGAL DISEASE IN  WHEAT ?","
SPRAY OF MENCOZEB 2 GM PER LITER WATER
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-10T18:08:12.813"
"NA","HORTICULTURE","Fruits","Citrus","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","MICRONUTRIENT 100 GRAM / PLANT IN ROOT  ZONE
","RAJASTHAN","JHUNJHUNU","BUHANA","2019-02-10T18:13:12.62"
"NA","AGRICULTURE","Others","Others","	Field Preparation	","Asked for SMS activation ?
","SMS activation Process Is Successfully Completed on your number
","RAJASTHAN","JHUNJHUNU","KHETRI","2019-02-10T18:31:54.5"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  IN WHEAT ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-10T19:34:45.53"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","TELL ME NUTRIENT MANAGEMENT IN WHEAT   ?","SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-10T20:50:26.143"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," MAY BE RAIN POSSIBILITY IN NEXT 2-3 DAYS & CLOUDY SKY ","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-11T06:58:30.88"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-11T08:16:13.097"
"NA","HORTICULTURE","Condiments and Spices","Methi (Fenugreek)","	Plant Protection	","TELL ME CONTROL OF INSECT PEST IN FENUGREEK ?","SPRAY OF MONOCROTOPHOS 36% SL 2 ML PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","0   ","2019-02-11T09:22:52.32"
"NA","HORTICULTURE","Vegetables","Brinjal","Vegetative Propagation and Tissue Culture","TELL ME ABOUT VARIETY OF BRINJAL ?","VARIETY OF BRINJAL= AZAD KRANTI, PANT RITURAJ, H 7, PUSA HYBRID 6
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-11T09:25:46.577"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-11T10:12:08.587"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-11T10:44:12.6"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 5 DAYS  BUT CLOUDY SKY
","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-11T10:58:55.467"
"NA","AGRICULTURE","Others","Others","Market Information","TELL ME ABOUT FISH FEPARTMENT CONTACT NUMBER ?","MADAN JI- 88909 11338","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-11T10:59:26.34"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","TELL ME INSECT CONTROL IN GRAM ?
","SPRAY OF INDOXACARB 14.5% SC 1 ML PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-11T11:05:57.377"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?"," MAY BE RAIN POSSIBILITY IN NEXT 2-3 DAYS & CLOUDY SKY ","RAJASTHAN","JHUNJHUNU","NAWALGARH","2019-02-11T11:38:54.54"
"NA","AGRICULTURE","Others","Others","Government Schemes","TELL   ME  SUBSIDY ON PIPE LINE  ?","SUBSIDY ON PIPE LINE= 50% OF TOTAL COST OR 15000/- MAXIMUM
","RAJASTHAN","JHUNJHUNU","ALSISAR","2019-02-11T12:43:36.417"
"NA","HORTICULTURE","Condiments and Spices","Cumin","Nutrient Management","TELL ME NUTRIENT MANAGEMENT  ?
","SPRAY SOLUBLE NPK 18:18:18 GRADE 10 GM/LTR WATER 
","RAJASTHAN","JHUNJHUNU","UDAIPURWATI","2019-02-11T13:04:48.93"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","TELL ME INSECT CONTROL IN MUSTARD ?
","SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER 
","RAJASTHAN","JHUNJHUNU","JHUNJHUNUN","2019-02-11T13:14:58.127"
"NA","AGRICULTURE","Others","Others","Weather","FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
","RAJASTHAN","JHUNJHUNU","SURAJGARH","2019-02-11T13:22:27.15"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY 
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-11T13:24:49.777"
"NA","AGRICULTURE","Others","0","Weather","TELL ME ABOUT WEATHER INFORMATION ?
","RAIN POSSIBILITY IN NEXT 3 DAYS AND CLOUD  
","RAJASTHAN","JHUNJHUNU","CHIRAWA","2019-02-11T13:27:54.747"
