"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to information about PM kisan Samman nidhi yojna ?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T12:28:06.037"
"NA","HORTICULTURE","Fruits","Lemon","	Plant Protection	","Farmer needs information regarding how to control sucking pest in lemon tree  crop? 
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-09T12:35:38.673"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer wants to know information about varieties of irrigated wheat?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-09T12:49:42.313"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer wants to know information about  lok1 variety of  wheat?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-09T12:51:12.797"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about PM kisan samman yojana?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T13:07:06.027"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer wants to information of pmkisan Samman Nidhi Yojna ?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T13:33:04.303"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to information about  jai kisan rin mafi yojna?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T13:50:10.897"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know about how correct our personal details in PM kisan Samman Nidhi Yojna ","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T13:59:34.96"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants know information about PM-Kisan samman nidhi yojna ?","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T14:57:10.75"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","farmer want to know information about varieties of irrigated wheat?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-09T15:55:11.347"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Farmer wants know information about fertilizer dose in wheat crop?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-09T15:55:49.083"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","Cultural Practices","Farmer want to know information about weed management in pea crop ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-09T17:05:36.397"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about PM Kisan samman Scheme?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-09T17:32:53.537"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-10T07:38:14.9"
"NA","AGRICULTURE","Millets","Sorghum (Jowar/Great Millet)","Market Information","farmer want to know information about wheat registration?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-10T14:28:49.553"
"NA","AGRICULTURE","Others","Others","Market Information","Farmer want to information about minimum support price procurement registration for kharif crop  (2019-20) ?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-10T14:58:18.83"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about Govt. Scheme for Solar Pump installation?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-10T16:05:45.85"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer needs information regarding control of rodents attack in wheat crop?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-10T18:40:27.17"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer need information regarding control measures of root aphids attack in wheat crop ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-10T21:47:40.93"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-11T07:41:59.153"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer wants to know about Varieties of irrigated timely sown Wheat crop?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T09:31:43.29"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-11T09:41:32.757"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about kisan samman nidhi scheme?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-11T09:58:00.87"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know about PM KISAN SAMMAN NIDHI YOJNA ?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-11T10:06:16.923"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer wants to information of pmkisan Samman Nidhi Yojna ?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-11T10:16:33.72"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer wants to information of pmkisan Samman Nidhi Yojna ?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-11T10:44:51.297"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about prime minister kisan samman nidhi scheme ?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-11T11:05:40.537"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T12:01:59.097"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T12:53:26.537"
"NA","HORTICULTURE","Vegetables","Onion","Water Management, Micro Irrigation","Farmer needs information regarding Water Management in Onion crop ? ","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T13:57:22.253"
"NA","HORTICULTURE","Vegetables","Onion","Fertilizer Use and Availability","Farmer needs information regarding how to increase growth of Onion crop ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T13:58:25.933"
"NA","HORTICULTURE","Fruits","Pomegranate","	Plant Protection	","Farmer want to know information about control of flower   drop in Pomegranate crop ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T13:59:22.45"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T14:23:04.263"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about Pradhan Mantri Kisan Samman Nidhi Yojana?","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-11T14:55:59.15"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T15:05:12.75"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","Farmer need information regarding how to enhance growth of wheat crop?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T15:27:24.41"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T15:29:50.96"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer needs information regarding  mushroom cultivation ?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T15:34:51.34"
"NA","HORTICULTURE","Fruits","Pomegranate","Cultural Practices","	Farmer wants to know information about how  cultivation of pomegranet","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T19:52:03.91"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","farmer want to know information about varieties of irrigated wheat?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-11T19:53:20.193"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-12T06:55:44.253"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-12T07:12:35.067"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-12T08:11:10.743"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-12T08:30:27.667"
"NA","AGRICULTURE","Cereals","Wheat","Sowing Time and Weather","Farmer needs information regarding late sowing varieties of wheat ?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-12T09:52:20.34"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-12T11:25:39.653"
"NA","AGRICULTURE","Cereals","Barley (Jau)","Varieties","farmer want to know information about variety of barley crop?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-12T11:44:07.717"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know that information about pradhan mantri samman nidhi yojna?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-12T11:58:10.67"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-12T12:45:08.9"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer needs information regarding late sowing varieties of wheat ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-12T12:47:59.58"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-12T12:56:26.053"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-12T13:21:06.367"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer want to know information about how to control caterpillar in Bengal Gram crop ?   ","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-13T09:40:48.513"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","farmer want to know information about how to control broad & narrow leaf weeds in wheat crop?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T10:29:08.427"
"NA","HORTICULTURE","Vegetables","Bottle Gourd ","Organic Farming","farmer want to know about how to make amart dhara ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T11:04:10.107"
"NA","AGRICULTURE","Others","Others","Government Schemes","The farmer wants why his account has not yet received money under the Prime Minister Kisan Samman Nidhi Yojana?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T11:14:20.93"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about prime minister kisan samman nidhi scheme ?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-13T11:48:01.26"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about Pradhan Mantri  Kisan Samman Nidhi Yojana ? ","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-13T12:20:40.187"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer need information regarding his registration status in Pradhan Mantri Kisan Samman Nidhi scheme?","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-13T13:45:05.6"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T14:15:08.71"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T14:20:37.33"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","Farmer wants to know information about  how to increase growth of wheat  crop ?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-13T14:37:07.22"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-13T14:52:42.683"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T15:29:51.477"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for dabra Block of gwalior district of state madhya pradesh?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-13T16:21:05.483"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-14T09:03:31.71"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","farmer want to know information about how to control broad & narrow leaf weeds in wheat crop?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-14T10:08:31.653"
"NA","HORTICULTURE","Vegetables","Peas (field peas/ garden peas/matar)","Cultural Practices","Farmer want to know information about how to increase growth of pea crop ?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-14T10:10:29.637"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about  Pradhan Mantri Kisan Maan-Dhan Yojana. ?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-14T14:28:42.59"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Weed Management","Farmer wants to know about how to control broad leaf weeds in bengal gram crop?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-14T15:41:12.673"
"NA","AGRICULTURE","Cereals","Wheat","Sowing Time and Weather","farmer want to know information about wheat farming?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-14T18:16:52.45"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about  Pradhan Mantri Kisan Maan-Dhan Yojana. ?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-14T19:24:32.497"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about DAP Fertilizer rate in this year (2019)?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-14T21:34:54.597"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer wants to know about Varieties of irrigated late sown Wheat crop?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-15T10:28:43.57"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Farmer want to know  information about control of sucking pest in tomato crop?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-15T12:01:04.27"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-15T14:46:59.1"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-15T17:24:05.773"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","Farmer wants to know information about varieties of irrigated wheat of late sowing?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-15T19:01:09.993"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-16T09:14:11.667"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know about PM KISAN SAMMAN NIDHI YOJNA ?
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-16T10:20:12.923"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","	Plant Protection	","farmer want to know information about how to control caterpillar in pea crop  ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-16T12:08:15.61"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-16T13:49:44.473"
"NA","AGRICULTURE","Others","Others","Government Schemes","ASKING ABOUT KISAN SANMAN NIDHI","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-16T15:54:41.857"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about  mukhyamantri jiwan kalyan yojna ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-16T16:31:45.657"
"NA","HORTICULTURE","Fruits","Citrus","	Plant Protection	","Farmer want to know how to control fungal attack in citrus crop?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-17T10:13:11.487"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer wants to information of pmkisan Samman Nidhi Yojna ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-17T10:27:39.353"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about Agricultural machinery in govt scheme ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-17T12:38:56.493"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer needs information regarding  mushroom cultivation ?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-17T13:45:07.11"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to information about Pradhan Mantri Kisan Samman Nidhi Yojana?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-17T15:48:38.29"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","Cultural Practices","Farmer needs information regarding control measures of caterpillars in Pea crop?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-17T16:40:44.37"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about pm kisan samman nidhi yojna ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-17T20:14:26.253"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","Cultural Practices","Farmer want to know information about grouth regulator of pea ?
","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-17T20:22:55.787"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T08:52:41.58"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about agriculture scheme mp online site ?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T08:56:42.76"
"NA","AGRICULTURE","Others","Others","Government Schemes","The farmer wants why his account has not yet received money under the Prime Minister Kisan Samman Nidhi Yojana?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-18T09:37:29.58"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T10:16:00.757"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-18T11:27:47.363"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about solar power energy ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-18T11:52:15.963"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about solar power energy ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-18T11:52:15.963"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about solar power energy ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-18T11:52:15.963"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about solar power energy ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-18T11:52:15.963"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about solar power energy ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-18T11:52:15.963"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","farmer want to know information about how to control sucking pest in Tomato crop?       
","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-18T14:22:08.137"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","farmer want to know information about How to control thrip in tomato crop ?","NA","MADHYA PRADESH","GWALIOR","GHATIGAON","2019-12-18T15:32:05.167"
"NA","HORTICULTURE","Fruits","Pomegranate","Sowing Time and Weather","Farmer want to know about sowing time of pomegranate ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T17:35:24.29"
"NA","HORTICULTURE","Fruits","Pomegranate","Cultural Practices","Farmer want to know about sowing time of pomegranate ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T17:38:22.087"
"NA","HORTICULTURE","Fruits","Pomegranate","Cultural Practices","Farmer want to know about sowing time of pomegranate ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T17:38:22.29"
"NA","AGRICULTURE","Others","Others","Weather","Farmer asked query on Weather","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T20:10:39.997"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Farmer wants to know information about fertilizer dose in wheat  crop?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-18T20:13:13.58"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","Farmer needs information regarding weed management in wheat?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-19T09:49:48.2"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","Farmer wants to know information about how to control of fungal attack in Mustard crop?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-19T10:00:46.76"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","Farmer want to know about information control sucking pest in Mustard crop ?","NA","MADHYA PRADESH","GWALIOR","MORAR","2019-12-19T10:04:10.06"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about KISAN SAMMAN NIDHI SCHEME ?
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-19T10:18:35.67"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about pradhanmantri kisan samman nidhi yojna? 
","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-19T14:32:15.957"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer  wants  to know information about reaper ?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-19T14:39:13.057"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","farmer want to know information about  how to increase growth of  .wheat  crop ?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-19T19:03:42.07"
"NA","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Farmer wants to know information about how to sucking pest in tomato crop?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-19T20:55:30.31"
"NA","HORTICULTURE","Vegetables","Pumpkin","Nutrient Management","farmer want to know information about how to control flower drop in pumpkin?
","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-19T20:58:57.277"
"NA","AGRICULTURE","Cereals","Paddy (Dhan)","Varieties","Farmer needs information regarding paddy variety pusa basmati 1718 ?","NA","MADHYA PRADESH","GWALIOR","BHITARWAR","2019-12-19T21:00:37.477"
"NA","AGRICULTURE","Others","Others","Government Schemes","The farmer wants why his account has not yet received money under the Prime Minister Kisan Samman Nidhi Yojana?","NA","MADHYA PRADESH","GWALIOR","DABRA","2019-12-20T10:30:25.503"
