"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","Farmer needs information regarding flower increase in gram crop ?
","Spray recommended dose of fantak plus @ 50 ml /100 liter.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T13:00:39.05"
"NA","AGRICULTURE","Cereals","Wheat","Agriculture Mechanization","farmer want about crop e uparjan for wheat crop?
","Registration will be done from January 21, 2019 to February 23, 2019, through the Registration of Farmers Registration Cooperative Societies for procurement of wheat at support price in the marketing season 2019-20. The support price for the average good quality of wheat has been declared as 1840 rupees per qq. The work of procurement of wheat will be done from March 25, 2019 to May 24, 2019.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-02T15:35:36.487"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Crop Insurance","Farmer want to know information about agriculture insurance  ?
","Recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4026101,4026102,4026103 or toll free no. 18001030061
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-02T18:17:35.423"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding to weather report ?","The next three days of weather information: - In Bhopal district the next three days are not likely to rain but weather will be cloudy , maximum temperature of 30° C and a minimum temperature of about 12° C  and the speed of the wind will be between 10-15 Kmph.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T19:07:55.51"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for bhopal dist. Of  state madhya pradesh?","Light chance for rainfall in next 2 to 3 days in your bhopal area. weather will be cloudy,today the maximum temprature is 31 degree centigrade  and minimum may be near 12 degree centigrade.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-02T19:41:53.243"
"NA","AGRICULTURE","Others","Others","Weather","Farmer need weather information of Berasia tahsil of madhya pradesh. 
","Light rainfall for next ten days in your berasia tahsil and minimum Temprature is 11 degree Celsius and maximum Temprature is 28 degree celsius.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T19:48:08.5"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about jai kisan loan waiver scheme ?
","Dear farmer for your jai kisan loan waiver scheme you should contact to your gram panchayat or related bank .
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T20:40:14.1"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about BHAVANTAR Yojna?
","Contact information regarding Kisan Bhai Bhavnatar Yojana on this number 18002332501, 0755-2550495.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T20:41:32.1"
"NA","AGRICULTURE","Others","Others","Agriculture Mechanization","farmer want to know information about govt. schemes?
","recommended for to know about govt. schemes please contect rural agriculture extension officer ..
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-02T21:02:03.54"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about govt. schemes?","recommended for to know about govt. schemes please contect rural agriculture extension officer ..
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-03T08:28:58.18"
"NA","AGRICULTURE","Others","Others","Weather","farmer want to weather information of bhopal  district ?
","today is no rainfall in your in ditrict  & cloudy weather sometime and wind speed is normal
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T09:29:59.3"
"NA","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Farmer needs information regarding how to control sucking pest in   brinjal   crop?	","Recommended for to control sucking pest spray dimethoate 30 ec 500 ml/ha ór 30 ml per pump ","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T09:54:35.787"
"NA","AGRICULTURE","Others","0","Weather","Farmer needs information regarding weather for berasia block bhopal  district  of state madhya pradesh 
","According to meteorology department of India today  chance of light rainfall  in your berasia block bhopal  district.but weather will be cloudy.the max.tem is 23 degree and mini. temperature is 10 degree centrigrate and the speed of the wind will be between 15 kmph..
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T10:51:45.193"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	"," farmer needs information regarding fungal attack in wheat  crop?","Spray of propiconazole 25% ec @ 15-20 ml per pump","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T11:46:43.217"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for  bhopal dist. of state madhya pradesh?
","According to meteorology department of India there is No chance for rainfall in next 5 to 6 days in your area. Today the maximum temperature is 29 degree and can be 14degrees at night. 
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T14:50:42.72"
"NA","AGRICULTURE","Others","0","Weather","farmer want about weather information for district and block ?
","Dear farmer , According to the information received from the Indian Meteorological Department, there is no possibility of rainfall for the next 3 days. There is a possibility of cloudy clouds in some 2 to 3 days.  Maximum temperature is 29 degrees, can stay at 10 degrees at night
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T16:04:38.05"
"NA","HORTICULTURE","Vegetables","Brinjal","Nutrient Management","Farmer  wants  to know information about fertilizer management in brinjal? 
","Recommended  for the quantity of manure and fertilizers based on soil test urea 200 kg , 370 kg and 100 kg of super phosphate, potassium sulfate should be used . A third volume of urea and potassium sulfate suprfosfet and the full amount must be used when preparing for the last time at the ranch. Remaining quantity of urea in two equal doses, the first dose - 3 weeks after transplanting plants, four weeks after the second dose should be given to the first volume.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-03T16:09:00.103"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for bhopal  dist. of state madhya pradesh?
","According to meteorology department of India there is no chance of  rainfall for next 10 days for your district and weather will be cloudy.                   
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T16:24:54.53"
"NA","AGRICULTURE","Others","0","Weather","Farmer needs information regarding for berasia block of bhopal dist. Of state madhya pradesh?
","Weather information up to next 3 days of weather in Berasia block of Bhopal district; Today, the possibility of light drizzle in your block, today's maximum and minimum temperature will be 27-7 degree Celsius and the wind speed is at maximum and minimum is 26 km / hr.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T18:26:34.723"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding for bhopal dist. Of state madhya pradesh?
","Dear Kisan Bhai, There is no possibility of rainfall for the next 6 days and cloudy weather for the district as per information received from Indian Meteorological 
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T19:11:50.12"
"NA","HORTICULTURE","Vegetables","Bitter Gourd","Government Schemes","Farmer wants to know information about govt. Schemes?","Recommended for to know about govt. Schemes please contact rural agriculture extension officer.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-03T20:01:27.48"
"NA","AGRICULTURE","Cereals","Wheat","Government Schemes","farmer want to know information about karj maafi ?","dear farmer information about karj maafi contact in gram panchayat .","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-04T12:18:06.087"
"NA","HORTICULTURE","Vegetables","Potato","Field Preparation","farmer want to know information about  how to increase growth of  potato crop ?
","Ans:- recommended for foliar application of nutrient  NPK 0:52:34 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-04T14:09:07.903"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","farmer want to know about of  nutrient in gram crop ?","Organic product- nitrobenzin 35% + amino acid
 flower plus
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-04T16:51:39.49"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for bhopal dist. of state madhya pradesh?
","According to meteorology department of India there is no chance of  rainfall for next 10 days for your bhopal district and weather will be cloudy.  . Today the maximum temperature is 30 degree and can be 17 degrees at night.                  
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-04T19:08:58.953"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","farmer want to know information about  how to increase growth of  wheat?
","Ans:- recommended for foliar application of N P K 00:52:34 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-04T20:46:23.033"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer wants to know information about jai  kisan rin mafi yojna ? 
","For more information on the Jai Kisan rin Mafia yojna , contact the Gram Panchayat or your nearest bank branch.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-04T22:03:41.277"
"NA","AGRICULTURE","Others","Others","Weather","farmer wants to weather information of bhopal  distirct ?
","Rainfall is not likely to occur for the next 8-10 days, there will be cloudy and the speed of air remains normal..
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-05T11:57:16.197"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer want to know how to control fungal attack in wheat crop ?","
Recommended for to control of fungal attack spray carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-05T13:05:50.69"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather  for berasia Block bhopal District of state Madhya Pradesh ? 
","According to information received from the Indian Meteorological Department, according to information of your Berasia block, there is no possibility of rainfall in the next 3 days. Mostly dry hot (today's temperature is maximum 26 degrees Celsius, minimum 11 degree Celsius in night). Wind will be generally light .","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-05T14:18:48.657"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","farmer needs information regarding fungus control in wheat  crop?
"," Recommended spray of Hexaconazole 5% ec @ 250-400 ml/acre or 20ml/pump and streptocyclin 2 gram at 15 liter of water  in wheat for fungas control 
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-05T15:00:07.71"
"NA","AGRICULTURE","Others","Others","Weather","farmer want about weather information for district and block ?
","Dear farmer , According to the information received from the Indian Meteorological Department, there is no possibility of rainfall for the next 3 days. There is a possibility of cloudy clouds in some 2 to 3 days.  Maximum temperature is 29 degrees, can stay at 10 degrees at night
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-05T19:00:08.867"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather information for berasia block of bhopal district madhya pradesh state?","Berasia Weather Today (1–3 days)
Mostly dry. Warm (max 30°C on Wed afternoon, min 12°C on Thu night). Winds decreasing (fresh winds from the SW on Thu afternoon, light winds from the N by Fri morning).
Berasia Weather (4–7 days)
Mostly dry. Warm (max 26°C on Mon afternoon, min 10°C on Sat night). Wind will be generally light.
10 Day Berasia Weather (7–10 days)
Heavy rain (total 26mm), heaviest during Wed afternoon. Warm (max 25°C on Thu afternoon, min 13°C on Mon night). Winds increasing (calm on Mon afternoon, fresh winds from the SSE by Wed morning).","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-05T19:35:49.927"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about govt. schemes of horticulture ?
","recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-05T20:27:05.147"
"NA","AGRICULTURE","Others","Others","Weather","Farmer wants to know information about weather ?","chance of rainfall in your district at next days and weather will be cloudy.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T06:35:13.9"
"NA","AGRICULTURE","Others","0","Weather","Farmer needs information regarding for sagar dist. Of state madhya pradesh?","according weather forecasting department :-No chance for rainfall in next 7 days for your district and today temperature is maximum 32 degree centigfrate minimum 15 degree centigfrate  and the speed of the wind will be between 15-20 kmph, weather will remain cloudy .
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T07:37:16.203"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about Bhavantar Yojna ?
","For information on farmer Bhavantar Yojana, number 18002332501,0755-2550495 Please contact.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T10:31:35.313"
"NA","AGRICULTURE","Others","Others","Weather","Farmer wants to know about weather information ?
","Dear Kisan Brother, there is no possibility of rain for the next 3 days in your   sagar    district, the maximum temperature is 29 degree centigrade and the minimum temperature is likely to be 20  degree centigrade, and wind speed is likely to run at 5 kilometers and 10 kilometers .","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T10:39:33.96"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer wants to know information about How to control of fungal attack in Wheat crop?","Recommended for to control of fungal attack in  crop use thiophinate mithyl 25 gram at 15 liter of water.	","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-06T10:49:00.36"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer want to know about information control sucking pest in green gram crop ?	","Recommended for to control sucking pest in crop spray fipronil @ 25 ml at 15 liter of water.","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-06T10:53:45.16"
"NA","HORTICULTURE","Vegetables","Colocasia (Arvi, Arbi)","Seeds and Planting Material","farmer want to know about colocasia cultivation?","seed rate in colocasia- 8 to 10 quantal/hact.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T13:08:20.233"
"NA","AGRICULTURE","Others","Others","Weather","Farmer wants to know information about weather ?","chance of rainfall in your district at next days and weather will be cloudy.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T13:22:34.24"
"NA","AGRICULTURE","Others","Others","Weather","Farmer need weather information of bhopl district of madhya pradesh.","dear farmer No rainfall within 10 days in your district. maximum tempeture is 28 digri celsious and minimum temperture is 13 degri","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T13:22:49.543"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Farmer needs information regarding control measures of caterpillars in wheat crop?
","Spray recommended dose of dichhlorovos 76 %EC 250 ml/acre.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-06T13:29:26.587"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about govt. schemes subsidy  of agriculture?
","recommended for to know about govt. schemes subsidy please registration in dbt. mpdage.org.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-06T14:38:58.613"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about registration of wheat crop ?","dear farmer you should contact to your govt socity or govt mundy for registration of wheat crop ","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T14:50:51.517"
"NA","HORTICULTURE","Vegetables","Pumpkin","Seeds and Planting Material","farmer want to know information about varieties of pumpkin crop?","recommended for varieties of pumpkin Untant Kisme Pusa Vishwas, Pusa Vikas, Kalyanpur Pumpkin-1, Narendra Amrit, Arka Surayukhi, Arka Chandan, Ambili, CS 14, CO1 and 2, Pusa Hybrid 1 and Kasi Green Kadudu species are found. .","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T14:58:33.247"
"NA","AGRICULTURE","Others","Others","Weather","farmer want to know about of weather locality in bhopal  dist ?
","Dear Kisan, in your bhopal  district today the sky is partially cloudy and the temperature is 29 ° / 13 ° C and wind speed is at 16 km / h.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T15:23:07.227"
"NA","AGRICULTURE","Others","Others","Government Schemes","Contact Company:Star Agribazaar Technology Limited

","recommended for to know information about agriculture insurance contact to your nearest bank  & dial 18001030061","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T16:14:26.953"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for Berasia block of bhopal district of madhya pradesh  state?
","Berasia Weather Today (1–3 days) Some drizzle, heaviest during Wed night. Warm (max 30°C on Wed afternoon, min 11°C on Fri night). Winds decreasing (fresh winds from the SW on Thu afternoon, calm by Fri morning).","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T17:44:58.393"
"NA","AGRICULTURE","Others","Others","Weather","farmer want about weather information for district and block ?
","Dear farmer , According to the information received from the Indian Meteorological Department, there is no possibility of rainfall for the next 3 days. There is a possibility of cloudy clouds in some 2 to 3 days.  Maximum temperature is 29 degrees, can stay at 14 degrees at night
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T17:46:12.37"
"NA","AGRICULTURE","Others","Others","Cultural Practices","Farmer want to know information about vegetable crop sowing time  ","Dear farmer, you can cultivate vegetables at this time","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T18:45:42.38"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for berasia block of state madhya pradesh?
","According to meteorology department of India there is No chance of rainfall in next 3 to 4 days in your area.but weather will be cloudy…
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T19:02:51.297"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for Berasia block of bhopal district of madhya pradesh  state?
","Berasia Weather Today (1–3 days) Light rain (total 3mm), mostly falling on Wed night. Warm (max 30°C on Wed afternoon, min 11°C on Fri night). Winds decreasing (fresh winds from the SW on Thu afternoon, calm by Fri morning).","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T19:11:31.067"
"NA","AGRICULTURE","Others","Others","Weather","farmer want about weather information for district and block ?
","Dear farmer , According to the information received from the Indian Meteorological Department, there is no possibility of rainfall for the next 3 days. There is a possibility of cloudy clouds in some 2 to 3 days.  Maximum temperature is 29 degrees, can stay at 14 degrees at night
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T20:16:41.713"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for  Berasia Block of state madhya pradesh?
","Berasia Weather (1–3 days)- Light rain (total 3mm), mostly falling on Wednsday night. Warm (max 30°C on Wednsday afternoon, min 11°C on Friday night). Winds decreasing (fresh winds from the SW on Thursday afternoon, calm by Friday morning).
Berasia Weather (4–7 days)- Mostly dry. Warm (max 29°C on Tuesday afternoon, min 10°C on Satarday night). Wind will be generally light.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T20:21:29.397"
"NA","AGRICULTURE","Others","Others","Weather","farmer want about weather information for district and block ?
","Dear farmer , According to the information received from the Indian Meteorological Department, there is no possibility of rainfall for the next 3 days. There is a possibility of cloudy clouds in some 2 to 3 days.  Maximum temperature is 29 degrees, can stay at 14 degrees at night
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T20:41:54.813"
"NA","AGRICULTURE","Others","Others","Weather","farmer want to know about of weather locality in bhopal  dist ?
","Dear Kisan, in your bhopal  district today the sky is partially cloudy and the temperature is 30 ° / 10 ° C and wind speed is at 11 km / h.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-06T21:25:51.15"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for  bersaia BLOCK of state madhya pradesh?","According to information received from Indian Meteorological Department, there is no possibility of rainfall for the next 3 days for your block and there is a possibility of partial change.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T06:38:23.643"
"NA","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","Farmer need information regarding control measures of fungal attack in dhaniya crop?","dear farmer Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T08:53:43.053"
"NA","HORTICULTURE","Vegetables","Bitter Gourd","Cultural Practices","Farmer  wants  to know information about varieties of  bitter gourd?
","
Recommended  for varieties of  bitter gourd co 1, mdu 1, cobgoh 1 (hybrid), arka harit, priya and preethi are mainly cultivated.  
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T09:03:29.337"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for jaisinagar BLOCK of state madhya pradesh?","According to the info obtained from the Bhai Indian Meteorological Department, your block may be light drizzle for the next 3 days partly due to change
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T09:39:35.987"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding for sagar  district  Of state madhya pradesh?","
According to metrology department of india there is no rainfall for next two  days.(7 to 8)in your sagar i district But there is a possibility of partly cloudy
today temperature is 25 -degree centigfrate and the speed of the wind will be between 15-20 kmph.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T09:44:39.63"
"NA","AGRICULTURE","Others","0","Weather","Farmer needs information regarding for bhopal dist. Of state madhya pradesh?","Kisan Bhai According to the Weather Forecasting Department: - On 7-8th February, there is a possibility of moderate rainfall and There is no chance of rain in the next 4 days for your district. today's temperature is maximum 27 degree centigrade and minimum is 15 degree centigrade and the wind speed is 15-20 km / h, thick clouds in the weather.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T12:10:58.433"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","farmer want to know information about spacing of bhindi?
","recommended for spacing of okra is Seeds are sown at a spacing of 45 x 30 cm.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T13:05:43.413"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","farmer want to know information about varieties of  bhindi? 
","recommended for Varieties  of  bhindi MDU 1, Arka Anamika, Arka Abhay and Parbhani Kranti , Co 3, Co BhH 1 are the popular varieties under cultivation 
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T13:07:46.5"
"NA","AGRICULTURE","Others","Others","Government Schemes","	Farmer needs information regarding Madhya Pradesh Urja Vikas Nigam Limited contact number?
","	Urja Bhawan, Link Road No-2, 
Shivaji Nagar, Bhopal. (MP)
 		+91-755- 2556566","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T13:23:28.723"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","Farmer wants to know information about how to increase growth of wheat crop?  
","Recommended for to increase growth of wheat foliar application of iffco 0:52:34 water soluble fertilizer @ 100 gm/pump.
Recommended for foliar application of iffco n:p:k  0:0:50 water soluble fertilizer @ 80-100 gm/pump.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T14:26:48.903"
"NA","AGRICULTURE","Others","Others","Crop Insurance","new  ragitration fof sms facility ?","dear farmar your number is ragistrated for sms facilities","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T18:38:33.417"
"NA","AGRICULTURE","Others","Others","Weather","Farmer wants to know information about description of weather forecast in berasia block?","
Berasia Weather Today (1–3 days)
Mostly dry. Warm (max 26°C on Thu afternoon, min 9°C on Sat night). Winds decreasing (fresh winds from the SW on Thu afternoon, calm by Fri morning).

Berasia Weather (4–7 days)
Mostly dry. Warm (max 30°C on Wed afternoon, min 12°C on Sun night). Wind will be generally light.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T19:20:30.613"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about BHAVANTAR Yojna?
","Contact information regarding Kisan Bhai Bhavnatar Yojana on this number 18002332501, 0755-2550495.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-07T20:02:54.13"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding for bhopal  district  Of state madhya pradesh?","
According to metrology department of india there is no rainfall for next five days.(8 to 12)in your bhopal  district But there is a possibility of partly cloudy
today temperature is 18 degree centigfrate and the speed of the wind will be between 15-20 kmph.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T08:24:56.803"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about update of registration of advisory 
service?
","Your advisory service registration has been successfully updated on your mobile number
from kisan call center.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T11:07:12.577"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information To resolve the complaints of farmers under about jai kisan rin maafi yojna ?","To resolve the complaints of farmers under Jai Kisan Debt Waiver Scheme, please contact Control Room District Raisen number 07482222039. ","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T12:58:19.743"
"NA","HORTICULTURE","Vegetables","Tomato","Cultural Practices","Farmer want to know about Varieties of tomato crop?
","Tomato Pusa-120, Pusa Ruby, Pusa Sheetal, Pusa Hybrid 4, Arka Ananya, Arka Vikas,Arka Abha, Arka Saurabh, Kashi Hemant, HS-101, HS-102, Hisar Lalit, Hisar arun.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T16:52:28.54"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to information about kisan samman nidhi yojna ?
","Under the approval of the Prime Minister Kisan Mahant Nidhi Yojna, farmers who have land up to 2 hectares will be given 6 thousand rupees every year.
","MADHYA PRADESH","BHOPAL","PHANDA","2019-02-08T17:01:02.973"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for bhopal dist. of state madhya pradesh ?
","According to meteorology department of India there is No chance for rainfall in next 03 days in your bhopal area but weather will be cloudy.
","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T17:59:39.74"
"NA","AGRICULTURE","Others","Others","Weather","Farmar want to know information about weather forecast in berasia block ?","Dear Kisan Bhai, There is no possibility of rain for the next 3 days in your block , the maximum temperature is 27 and the minimum temperature is expected to be 11-13 degree centigrade, and the winds are likely to run at normal speed.","MADHYA PRADESH","BHOPAL","BERASIA","2019-02-08T19:33:39.6"
