"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding protect of crops from frost?","
Recommended for Spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field or thiourea (thiocarbamide) 5 gram per 10 liter of water 
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-01T11:37:48.52"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Government Schemes","Farmer wants to know information about how to increase growth of chickpea ?  
","Recommended for to increase growth of gram foliar application of npk 0:52:34 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T12:01:57.96"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about goverment scheme .
","Dear Kisan Bhai, Please contact your nearest Agriculture Department and Village Service for information related to your farm and agricultural related schemes.
","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-01T12:05:46.05"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Fertilizer Use and Availability","Farmer needs information regarding protect of crops from frost? Pala
","Recommended for spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field ","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T12:15:48.05"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Fertilizer Use and Availability","Farmer want to know information about grouth of flower?
","Nitrobenzene 20 % sl (boom flower) 30-35 ml per pump
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T12:16:39.827"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","Which fertilizer and nutrient give for better growth in bengal gram crop?
","Recommended for Spray N: P: K 0:52:34 100 grams and humic acid 30 ml at 15 liter of water.
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-01T12:17:45.52"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want to know information about How to control of fungal attack in bengal gram crop?","recommended for to control of fungal attack in gram crop use belidamycin 25ml at 15 liter of water","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T12:23:10.02"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management","Farmer want to know information about grouth of flower and fruit gram crop ?
","Recommended for to grwoth of flower and fruit spray amino acid +folic acid (fantac plas )10-15 ml per pump.
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T12:23:56.12"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about govt. Schemes?","
Recommended for to know about govt. Schemes please contact rural agriculture extension officer.
","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T12:24:48.177"
"NA","HORTICULTURE","Vegetables","Peas (field peas/ garden peas/matar)","Nutrient Management","Which fertilizer and nutrient give for better growth in pea crop?
","Recommended for Spray N: P: K 0:52:34 100 grams and humic acid 30 ml at 15 liter of water.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T12:26:47.923"
"NA","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Cattle shed Planning and Management","Farmer  wants  to know information about disease management of buffalo?
","Recommended  for to know information about disease management of buffalo  contact to your animal hospital/veterinary doctor or contact 18001806224
","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-01T12:44:53.19"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer needs information regarding how to control sucking pest in garlic crop?
","Spray fipronil 5 % (regent)@ 25 ml at 15 liter of water.
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T12:48:29.877"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","Farmer need information regarding control measures of sucking pest attack in mustard crop.
","Recommended for Spray Dimethoate 30%EC (Rogar) 30 ml per pump.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T12:52:17.937"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","Farmer needs information regarding protect of crops from frost?","
Recommended for Spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field or thiourea (thiocarbamide) 5 gram per 10 liter of water 
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T12:53:54.597"
"NA","AGRICULTURE","Others","Others","Weather","FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN DAMOH DISTRICT ?","
There is no possibility of rainfall for the next 5 days in your damoh district. Today the maximum temperature is 21 degree Celsius.
And the next day's temperature is 20-22 degree Celsius and the night temperature is 8-9 degree Celsius, and wind speed is running at a speed of 10 kilometers / h /
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T12:59:57.66"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer wants to know information about How to control of fungal attack in bengal gram crop?","Dear farmer recommended for to control of fungal attack in  crop use  Velidamycin 25 ml at 15 liter of water.
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-01T13:08:51.41"
"NA","AGRICULTURE","Others","Others","Weather","FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN UJJAIN  DISTRICT ?","
There is no possibility of rainfall for the next 5 days in your ujjain district. Today the maximum temperature is 21 degree Celsius.
And the next day's temperature is 20-22 degree Celsius and the night temperature is 8-9 degree Celsius, and wind speed is running at a speed of 10 kilometers / h /
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T13:22:29.033"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","	Plant Protection	","Farmer need information regarding control measures of fungal attack in fenugreak crop?","
recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water
  ","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T13:24:44.85"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Nutrient Management"," Farmer need information regarding how to enhance flowering in bengal gram crop.
","Recommended for spray of siyapton 20 ml per pump.","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T13:25:07.58"
"NA","AGRICULTURE","Others","Others","Government Schemes","
Farmer needs information regarding govt. schemes?","
Recommended for know about govt. schemes please contact rural agriculture extension officer.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T13:25:31.26"
"NA","AGRICULTURE","Others","Others","Weather","Agriculture government schemes information?","Recommended for Please contact your RAEO
","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T13:38:48.73"
"NA","HORTICULTURE","Vegetables","Potato","	Plant Protection	","Farmer needs information regarding how to increase size and production in potato crop?","
1.	Recommended for Use potashium sulphate 5 kg at per Acer.
2.	Recommended for N: P: K 0:52:34 1 kg at per Acer
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T13:42:31.05"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding protect of crops from frost?
","Recommended for Spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field or thiourea (thiocarbamide) 5 gram per 10 liter of water 
","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-01T13:45:29.567"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer wants to know how to control flower drop in crop?
","Use recommended dose of [amino acid+folic acid] fentec plus 10 ml per pump
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T13:50:07.407"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Field Preparation	","Farmer needs information regarding how to increase growth of  gram ?
","Recommended for  increase size of fruit gibberellic acid 4-5 ml/pump
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-01T13:55:04.42"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer wants to know information about How to control of fungal attack in garlic crop?

","Recommended for to control of fungal attack use Copper oxy chloride 50% WP @ 40 gram and Streptocyclin (Streptomycin sulphate IP 90% + Tetracycline hydrochloride IP 10%) @ 2 gram at 15 liter of water.
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T13:57:53.87"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want to know information about How to control of fungal attack in bengal gram crop?","recommended for to control of fungal attack in gram crop use belidamycin 25ml at 15 liter of water","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T13:58:44.46"
"NA","HORTICULTURE","Condiments and Spices","Garlic","Fertilizer Use and Availability","farmer want to know information about  how to increase growth of  wheat?
","Ans:- recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T14:12:12.983"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather  for District ujjain of state Madhya Pradesh?
","According to meteorology department of India there is no chance of rainfall for next 8 days for your District but weather will be cloudy.         
","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-01T14:25:04.017"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding protect of crops from frost?
","dear farmer spray siapton 30 ml/pump + boron 20% 15 ml/ pump
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T14:30:16.94"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer wants to know information about How to control of fungal attack in garlic crop?","Recommended for to control of fungal attack in garlic crop spray Carbendazim 12% + Mancozeb 63% WP 40 gm and streptocyclin 2 gram at 15 liter of water
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T14:41:23.27"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","farmer want to know nutrient managment in wheat ?","dear farmer you should spray 0:0:50 @ 100 gram / pump","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T14:44:54.327"
"NA","HORTICULTURE","Condiments and Spices","Garlic","Nursery Management","Farmer needs information regarding how to increase growth of garlic ?  ","Recommended for foliar application of IFFCO 00:52:34water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T14:58:32.28"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding weather for dist. of state madhya pradesh?
","According to meteorology department of India there is No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-01T15:08:08.803"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","	Farmer needs information regarding how to control sucking pest in   garlic    crop?","•	Spray fipronil 5 % (Regent)@ 25 ml at 15 liter of water.","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T15:16:00.527"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer needs information regarding how to increase growth of garlic ?  
","Recommended for foliar application of N:P:K 19:19:19 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T15:32:08.617"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about Pradhan Mantri Fasal Bima Yojana?
","The premium under the Pradhan Mantri Fasal Bima Yojana is way less than the previous government or private crop insurance schemes. The premium amount for Kharif crops is 2 percent and 1.5 percent or the sum insured for Rabi crops. Karif and Rabi covers most food crops and oil crops cultivated in India. The premium for commercial or horticultural crops (including cotton) is pegged at 5 percent for one year.
","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T15:41:31.21"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know about of karjmafi govt schme in mp ?","Contact the farmer's brother for his debt waiver","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T15:44:41.797"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding some recovry of crops from frost?
","Recommended for Spray agro asia -siapton 30 ml per pump after frost for som recovry of plant  
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T16:01:36.22"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer needs information regarding agriculture insurance/Madhya pradesh?
","Recommended for know information about agriculture insurance contact to your nearest bank & dial 0755-4026101, 4026102, 4026103.
Toll free number 18001030061
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T16:18:37.1"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want information about frost ?","Use a medicine called Sainthonon 35-40ml per pump.","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-01T16:36:09.56"
"NA","HORTICULTURE","Vegetables","Pea (Vegetable)","	Plant Protection	","Farmer needs information regarding flower increase in pea crop?
","Spray recommended dose of fantak plus @ 10 ml /pump.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T16:36:50.43"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding some recovry of crops from frost?
","Recommended for Spray agro asia -siapton 30 ml per pump after frost for som recovry of plant  
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T16:58:43.023"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding some recovry of crops from frost?
","Recommended for Spray agro asia -siapton 30 ml per pump after frost for som recovry of plant  
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-01T17:49:29.787"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer wants to know information about how to increase growth of bengal gram ?  ","
Recommended for to increase growth of bengal gram   foliar application of  0:52:34 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T17:55:42.9"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about govt. schemes of horticulture ?
","recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T18:26:59.22"
"NA","HORTICULTURE","Vegetables","Onion","Cultural Practices","Farmer needs information regarding reduce effect of herbicide in onion  crop?
","Recommended dose for reduce herbicide effect spray glucose 100 to 150 gram per pump.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T18:43:16.657"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","Farmer wants to know information about how to dose of liquid sulpher on the bengal gram crop?
","Ans:- Dear farmer recommended for foliar application of  liquid sulpher @ 25 ml/pump
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T18:51:57.207"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want about strees for crop?","Isa Agro's name will be named as Siamton by 35 ML / Pump
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T19:15:32.587"
"NA","HORTICULTURE","Vegetables","Watermelon","Seeds and Planting Material","Farmer want to know improve varieties of water melon   ?
","Water melon sugar baby, arka manik, Durgapur kesar,Durgapur mita, kashi pitamber.
","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-01T20:56:53.433"
"NA","HORTICULTURE","Vegetables","Onion","Market Information","Farmer wants to know information about market information of  onion ?
","Recommended for  market information of onion   for indore  date- 1-1-2019  minimum-300 maximum-1100 average-900 Rs/Quintal 
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-01T21:09:34.477"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding for dist. Of state madhya pradesh?
","No chance for rainfall in next 8 days for your district and today temperature is 18-32-degree centigfrate and the speed of the wind will be between 15-20 kmph.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-01T21:10:16.083"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","farmer want to know information about how to control nematodes in garlic crop?","
recommended for to control nematodes garlic crop spray nemagone 30ml/pump
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-02T08:21:58.31"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want to know information in  crop protection ?","Dear Farmer, You should use Fantech Plus 10-15 Mi Li + humic acid 15-25 Mi Li + liquid sulphar 35-40ml / pump in your gram crop /","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-02T08:59:52.283"
"NA","AGRICULTURE","Others","Others","Weather","Agriculture government schemes information?","Recommended for Please contact your RAEO
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T09:05:44.537"
"NA","AGRICULTURE","Others","Others","	Plant Protection	"," farmer wants to know information about agriculture insurance.","Recommended for to know information about agriculture insurance contact to your nearest bank & dial (+91 755) 4026101/4026102/4026103, toll free helpline 1800-103-0061  
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T09:10:13.143"
"NA","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","farmer want to know about market information ?","spray siapton 35-40 ml per pump","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T09:30:53.74"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding how to increase growth of  onion and garlic ?","Recommended for foliar application of iffco n:p:k  0:0:50 water soluble fertilizer @ 80-100 gm/pump.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T09:31:45.377"
"NA","HORTICULTURE","Vegetables","Onion","	Plant Protection	","Farmer needs information regarding how to control over growth in gram crop?","Recommended for to control over growth in gram crop spray lihosin @20-25ml/pump
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T09:43:11.18"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer need information regarding control measures of fungal attack in garlic  crop?
","recommended for to control of fungal attack in  garlic crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water	
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T10:15:15.66"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer want to know information about grouth of flower?
","Nitrobenzene 20 % sl (boom flower) 30-35 ml per pump
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T10:16:03.99"
"NA","AGRICULTURE","Others","Others","Weather","Farmer need information regarding fertilizer dose in wheat crop?","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.
","MADHYA PRADESH","UJJAIN","UJJAIN","2019-01-02T11:04:51.287"
"NA","HORTICULTURE","Vegetables","Potato","Nursery Management","
Farmer needs information regarding protect of crops from frost?
","Recommended for Spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field or thiourea (thiocarbamide) 5 gram per 10 liter of water 
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T11:25:53.27"
"NA","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","Farmer want to know information about grouth of flower and fruit Brinjal?
","Recommended for to grouth of flower and fruit spray Amino acid +folic acid(fantac plas )10-15 + humic acid 15-20 ml +liquid sulpher 35-40  ml per pump.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T11:28:24.86"
"NA","HORTICULTURE","Vegetables","Potato","Nutrient Management","farmer want to know information about  how to increase growth of  potato?  ","Recommended increase growth of lentil crop dhanzyme gold 200-300ml/acre.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T11:30:20.083"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about agriculture insurance.
","recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T11:31:57.583"
"NA","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about govt. schemes of horticulture ?
","recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T11:49:40.743"
"NA","AGRICULTURE","Others","Others","	Plant Protection	","farmer want information about kvk ?","0734 252 6 9 76 Agriculture Science Center Ujjain","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T11:53:14.187"
"NA","AGRICULTURE","Others","Others","Sowing Time and Weather","Farmer want to know about cultivation of vegetables according to month?","Details of the vegetables grown in the respective months is as follows:
Crops month
January
Beans, bell peppers, radishes, spinach, eggplant, pumpkin cppan
February
Beans, capsicum, cucumber, string beans, bitter gourd, gourd, ridge, petha, cantaloupe, watermelon, spinach, cauliflower, eggplant, okra, arabic, asparagus, guar
March
Aloe, cucumber, string beans, bitter gourd, gourd, ridge, petha, cantaloupe, watermelon, spinach, okra, arabic
April
Amaranth, radish
May
Cauliflower, eggplant, onion, radish, chili
June
Cauliflower, cucumber, string beans, bitter gourd, gourd, ridge, petha, bean, okra, tomatoes, onions, amaranth, custard apple
July
Cucumber, string beans, bitter gourd, gourd, ridge, petha, okra, tomatoes, amaranth, radish
August
Carrot, turnip, cauliflower, beans, tomatoes, black mustard seeds, spinach, parsley, brussels sprouts, amaranth
September
Carrot, turnip, cauliflower, potatoes, tomatoes, black mustard seeds, radish, spinach, cabbage, kohirabi, coriander, fennel seeds, lettuce, broccoli
October
Carrot, turnip, cauliflower, potatoes, tomatoes, black mustard seeds, radish, spinach, cabbage, kohirabi, coriander, fennel seeds, beans, peas, broccoli, lettuce, eggplant, onions, brussels sprouts, garlic
November
Beet, turnip, cauliflower, tomatoes, black mustard seeds, radish, spinach, cabbage, capsicum, garlic, onions, peas, coriander
December
Tomatoes, black mustard seeds, radish, spinach, cabbage, lettuce, eggplant, onion","MADHYA PRADESH","UJJAIN","KHACHAROD","2019-01-02T11:53:42.58"
"NA","HORTICULTURE","Fruits","Papaya","Cultural Practices","Farmer needs information regarding protect of crops from frost? Pala","Recommended for spray liquid sulpher 40 ml per pump and maintain fume in evening time all around the field or thiourea (thiocarbamide) 5 gram per 10 liter of water
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T12:00:01.883"
"NA","AGRICULTURE","Others","Others","Government Schemes","Agriculture government schemes information?
","Recommended for Please contact your RAEO
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T12:05:43.607"
"NA","HORTICULTURE","Vegetables","Potato","Fertilizer Use and Availability","Farmer needs information regarding how to increase growth of Potato  crop?  ","Recommended for foliar application of IFFCO 00:52:34 water soluble fertilizer @ 100 gm/pump.
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T12:08:10.297"
"NA","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather?		
","No chance of rainfall next 5 days in your district.
","MADHYA PRADESH","UJJAIN","MAHIDPUR","2019-01-02T12:10:33.96"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding protect of gram crop from frost ?
","Recommended for spray liquid sulphur 40ml per pump and maintain fume in evening time all around the field or thiourea 5gm per 10lit of water.
","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T12:12:08.997"
"NA","HORTICULTURE","Fruits","Papaya","Seeds and Planting Material","FArmer need information regarding varieties of papaya plant.","Recommended for sowing of Taiwaan 786 or pusa nanha are papaya varieties.","MADHYA PRADESH","UJJAIN","BADNAGAR","2019-01-02T12:17:34.45"
"NA","AGRICULTURE","Others","Others","Weather","Farmer needs information regarding for ujjain dist. Of state madhya pradesh?
","No chance for rainfall in next 8 days for your ujjain district and today temperature is 8-23-degree centigfrate and the speed of the wind will be between 15-20 kmph.
","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-02T12:22:51.587"
"NA","AGRICULTURE","Others","Others","Government Schemes","Farmer wants to know information about agriculture insurance.","Recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903.","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T12:36:53.957"
"NA","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","Farmer want to know about information control sucking pest in green gram crop ?	","Recommended for to control sucking pest in crop spray fipronil (Regent) @ 25 ml at 15 liter of water.","MADHYA PRADESH","UJJAIN","GHATIYA","2019-01-02T12:50:55.573"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer needs information regarding control measure of fungal disease in gram crop?
","Recommended for to control of fungal attack in gram crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water.	
","MADHYA PRADESH","UJJAIN","TARANA","2019-01-02T12:56:33.04"
