"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Others","Others","Weather","
    Please give me weather information for PAHARI ?
","Kisan bhai aj se 5 January tak barish ki koi sambhavna nahi hai 5 JANUARY KE BAAD MAUSAM MEI BADLAAV DEKHA JA RAHA HAI.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T08:34:07.18"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Disease in wheat ?","Carbendazin @  2 gm / litre ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T11:36:13.523"
"NA","AGRICULTURE","Pulses","Green Gram (Moong Bean/ Moong)","Varieties","information about varieties of moong.................?","kisaan bhai moong ki prajatiyan---Pant Moong 2, Narendra Moong 1, Malviya Jagrati, Samrat Moong, Janapriya, Meha, Malviya Jyoti species are found suitable for jayed.","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-02T12:13:59.773"
"NA","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","Control of Pod borer in Pigeon pea
","Dear farmer spray of Dichlorvas 76% EC @ 200 ml/acre with 200 liter of water
","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-02T13:05:23.2"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","NUTRIENT MANAGEMENT IN WHEAT CROPS........?","KISAN BHAI AAP GEHU KE FASAL ME UREA KE SAATH SAGARIKA YA AMINO ACIDS 68KG /ACRE ME MILAAKAR BURKAAV KARE ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T14:25:59.877"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","NUTRIENT MANAGEMENT IN WHEAT CROPS........?","KISAN BHAI AAP GEHU KE FASAL ME UREA KE SAATH SAGARIKA YA AMINO ACIDS 8KG /ACRE ME MILAAKAR BURKAAV KARE ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T14:26:56.1"
"NA","AGRICULTURE","Oilseeds","Mustard","Nutrient Management","
Nutrient management in mustard crop.........?
","kisan bhai aap apni fasal par N:P:K-19:19:19 2 Kg/acre 200 liter pani ke sath spray kre
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T14:47:08.023"
"NA","AGRICULTURE","Others","Others","Weather","Weather information…….?","Kisan bhai aapke yaha par 7 january tak baaris hone ki koi sambhavana nahi hai.
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-02T17:01:36.123"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","yellowing of wheat leaf.......?","kisan bhai aap gehu ke fasal ko dekhkar phone kare aur puri jankaari bataye ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T18:12:11.693"
"NA","AGRICULTURE","Others","Others","Weather","Information about weather ?","Kisan bhai aapke shetra mein 6 january mein barish ki sambhavna hai .","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-02T18:46:42.02"
"NA","HORTICULTURE","Fruits","Aonla","Cultural Practices","Flower problem in Aonla  plant ....?","Boom flower 02 ml / litre pani ke sath milaakar spray kare ","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-03T08:57:08.343"
"NA","AGRICULTURE","Others","Others","Government Schemes","KCC KE BARE ME JANKARI DE...?","KISAN BHAI KCC KE BARE ME ADHIK JANKARI KE LIYE NAJDEEK KE BANK PAR KRISHI CHHETRA ADHIKARI SE SAMPARK KARE","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-03T10:13:07.96"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","Weed Control In Wheat Crop ?
","Kisan Bhai Gehu Ki Fasal Me Chaudi Aur Sankari patti Kharpatvar niyantran ke liye Sulfosulfuron 75% WP + Metsulfuron methyl 5% - 16 Gram/acre 200 liter paani me ghol kar buaai ke 25-30 din baad spray kare  
","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-03T11:00:29.377"
"NA","AGRICULTURE","Others","0","Weather","please give me weather information ?
","poore saptah halke badal ke sat 06 jaunuary me baris hone ka anuman hai
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-03T20:04:27.927"
"NA","AGRICULTURE","Others","0","Weather","Information of weather in Chitrakoot...?","kisan bhai 6 ko barish hone ki sambhavana hai baki poore saptah baadal rahege ","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-04T10:12:11.68"
"NA","AGRICULTURE","Others","Others","Weather","Weather information in Rajapur..?","Farmer brother, there is no possibility of rain till 9 January.","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-04T10:26:11.363"
"NA","AGRICULTURE","Others","Others","Weather","Information about weather condition at Chirakoot district ?
","Dear farmer there will be cloudy weather and possibility of light rain at 6 January
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-04T10:50:20.693"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","
Gehu ki fasal me kharpatawar ki dawa bataye ?
","Gehu ki fasal me kharpatawar ki dawa salphosulphuran 75% + metsulphuran 5wg ki 16 gram matra prati acre 150 liter pani ke sath prati acre chhidkaw kare
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-04T11:42:07.033"
"NA","AGRICULTURE","Others","Others","Weather","Asking about weather information in district
","kisan bhai aapke shatra me 06 January ko barish ki sambhavana  hai.
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-04T12:07:42.443"
"NA","AGRICULTURE","Others","Others","Weather","Market information ?
","
market information 1800 - 270 - 0224 par sampark kare 
","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-04T12:38:05.367"
"NA","AGRICULTURE","Oilseeds","Mustard","Nutrient Management","nutrient management in mustard..?","Spraying thiaria 0.05 percent increases the yield of grain by 10-15 percent.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-04T14:36:57.063"
"NA","HORTICULTURE","Fruits","Papaya","Nutrient Management","Nutrient management in papaya crop....? ","Kisan bhai aap papaya ki fasal me micronutrient 4-5 gram prati litre pani ki dar se spray kare.","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-04T15:43:38.277"
"NA","AGRICULTURE","Others","Others","Government Schemes","Tell me govt schemes of poultry...?","Kisan bhai aap murgi palan ki adhik jankari ke liye jila krishi upnideshak ji se sampark kare.","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-04T16:01:28.143"
"NA","AGRICULTURE","Others","Others","Government Schemes","Kisan credit card information....?","kisan bhai aap kisan credit card ke liye aap apne najdeeki baink me samperk kare.","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-04T17:48:48.107"
"NA","AGRICULTURE","Others","Others","Weather","Weather Information ?","
kisan bhai apke yahan 6 january me halki-bunda-bandi hone ki sambhavna hai 

","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-04T19:21:29.463"
"NA","AGRICULTURE","Others","Others","Weather","Please give me whether information in district CHITRAKOOT?","Kisan bhai aj se 10 January tak barish ki koi sambhavna nahi hai,badal bane rahenge
","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-05T06:32:46.873"
"NA","AGRICULTURE","Others","Others","Weather","weather information ?","kisaan bhai aapke yahan par poore saptah mausam saaf rahega ","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-05T08:29:06.543"
"NA","AGRICULTURE","Others","Others","Weather","Weather information chirakoot?","kisan bhai aap ke block me halki barish ki sambhawana hai","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-05T10:58:38.05"
"NA","AGRICULTURE","Others","Others","Weather","weather information ?","kisan  bhai apke yaha es hafte mausam me baadal chaaye rahege ","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-05T12:40:04.9"
"NA","AGRICULTURE","Others","Others","Weather","Weather information ...?
","The weather here will be clean but there is a possibility of some drizzle
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-05T13:27:01.14"
"NA","AGRICULTURE","Oilseeds","Mustard","Fertilizer Use and Availability","MUSTARD INFORMATION ?","KISAN BHAI AP MICRONUTRIENT 8KG/ACOR KE DAR SE BURKAV KARE SARSO KE FASAL ME","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-05T13:46:47.4"
"NA","AGRICULTURE","Others","Others","Weather","
  Please give me weather information for RAIPURA ?
","Kisan Bhai tomorrow light drizzle can be detained and there is no possibility of rains till 7-9 january.
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T13:48:07.663"
"NA","AGRICULTURE","Oilseeds","Mustard","	Plant Protection	","Insect control in mustard crop?","Spray Imidachloprid 17.8% SL @ 10 ml/15 litres of water.","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-05T13:48:17.88"
"NA","AGRICULTURE","Others","Others","Weather","Weather info  ?
","No rain found in your area today to next five days.
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-05T14:02:50.093"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Insect control in Chana ?","Kisan bhai aap Quinolphos 25% EC @ 1.5 ml /litr pani ka chirkaav kare .","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-05T14:05:03.053"
"NA","AGRICULTURE","Others","0","Weather","about weather information …? 	","possibilty of light rain fall in 6 january.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-05T14:12:33.467"
"NA","AGRICULTURE","Others","Others","Weather","weather information....?","Dear farmer possibility of light rainfall in 6 january","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T16:19:45.493"
"NA","AGRICULTURE","Others","Others","Weather","Please teli me about weather information of Chitrakoot    ?","Kisan ji Aap ke yaha Aaj 5 se 10 Januwari tak halke baadal bane hai or halki  barish ki sambhawana bani hai  .
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T16:40:50.58"
"NA","AGRICULTURE","Others","0","Weather","Asking about weather information.......?","Farmer brother, you can have light drizzle here and this week will be clean with light clouds in the weather.
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-05T16:49:30.977"
"NA","AGRICULTURE","Others","Others","Weather","Weather information ...?
","The weather here will be clean but there is a possibility of some drizzle
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T17:14:27.18"
"NA","AGRICULTURE","Others","Others","Weather","please give me weather information ?
","poore saptah halke badal ke sat 06 jaunuary me boonda baandi hone ka anuman hai","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-05T17:16:43.573"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","information for termite control in wheat crop?","cloropiryphosh 20% ec ki matraa- 1.25  litar /acre, sichai ke pani ke sath  prayog kare ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-05T18:35:52.883"
"NA","AGRICULTURE","Others","Others","Weather","Weather information.........?
","Dear farmer, there is a possibility of  light evaporation on January 6.
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-05T18:42:15.54"
"NA","AGRICULTURE","Others","Others","Weather","Tell me  Weather information…?
","kisan bhai apke yha 11 janvary tak mausam saf rahega aur  baris ki sambhavna nahi hai.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-05T19:16:58.27"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","WEED PROBLEM IN WHEAT","","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T21:26:48.64"
"NA","AGRICULTURE","Others","Others","Weather","gehu me khar patwar hai ","total @ 16 gram /ecad ki dar se 200 liter pani me ghol kar chidkav  kare ","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-05T21:33:22.003"
"NA","AGRICULTURE","Others","Others","Weather","Information about weather condition at chitrakoot district ?
","Dear farmer there will be cloudy weather and possibility of rain at 6 january
","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-06T07:39:27.273"
"NA","AGRICULTURE","Others","Others","Weather","GIVE ME ABOUT WEATHER INFORMATION ?
","This week, there is a possibility of HALKI rains in the region of 6
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-06T10:48:50.403"
"NA","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION OF CHITRAKOOT?
","kisan bhai aapke block me 11 january tk  barish ki sambhavna nhi hai.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-06T14:23:47.23"
"NA","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","first fertilizer dose in wheat crop ?","kisan bhai ap 30 kilo gram urea+ 8 kilo sagarika /acre ka bhurkaw kren ","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-06T15:21:13.317"
"NA","AGRICULTURE","Others","Others","Weather","INFORMATION ABOUT WEATHER OF CHITRAKOOT ?","Dear Kisan today, there is a possibility of light drizzling and the weather is clear in the remaining days","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T16:07:01.13"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","WEED MANAGEMENT IN WHEAT CROP. ....?","To control the weed control of the broader seed in the farmer's brother-wheat cultivation, 2-4 D sodium salt should be disseminated in the 625 grams per hectare of oil and 500-600 liters of water and after 25-30 days of sowing, perfusion should be sprayed with Najil.","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T16:20:37.977"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","INFORMATION ABOUT WEED CONTROL IN WHEAT CROP ....?
","KISAN BHAI AP GEHU KI FASAL ME KHARAPATWAR CONTROL KE LIYE - SULFOSULFURON 75 % + MET SULFOSULFURON METHYLE 5 % WG KI 16 GRAM MATRA 180 LITER PANI ME GHOL BANAKAR / ACRE KE HISAB SE SPRAY KARE .
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T17:28:00.973"
"NA","AGRICULTURE","Others","Others","Weather","    Please give me weather information. Chitrakoot ..?
","Kisan bhai aj se 11 january tak barish ki koi sambhavna nahi hai 
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-06T18:18:17.943"
"NA","AGRICULTURE","Others","Others","Weather","Asking about weather information Bargah.......?","Farmer brother, the weather here will be clear with light clouds here this week.   
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T18:46:13.71"
"NA","AGRICULTURE","Others","Others","Weather","weather information ?","kisan bhai aapke yhan 6  january me halki bunda baandi hone ki sambhawana hai ","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T18:52:35.557"
"NA","AGRICULTURE","Others","Others","Weather","Weather information …?                          
","You will be cloudy this week but there is no possibility of rain
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-06T19:00:11.833"
"NA","AGRICULTURE","Others","Others","Weather","Weather information of District-Chitrakoot...?
","The farmer's brother here Weather will be clear from 7January to 11 January .
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-06T20:54:54.3"
"NA","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","INSECT PROBLEM IN BENGAL GRAM...?","Kisan bhai aap trizophos 40% EC 400ml/acre ki dar se 200 liter pani me milaakar spray kare.
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-06T21:12:00.033"
"NA","AGRICULTURE","Cereals","Wheat","Varieties","variety  of wheat ?","kisan bhai aap gehu ki variety Halna (K-7903):?? K9423 lagaye ","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T08:50:46.67"
"NA","AGRICULTURE","Others","Others","Market Information","RARM MASNEARI  INFORMATION ?","KISAN BHAI AP APNE BLOCK PE SAMPARK KARE BTM SE","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-07T12:37:55.643"
"NA","AGRICULTURE","Others","Others","Weather","ASKING ABOUT WEATHER INFORMATION…? 
","CLEAR WEATHER TILL 12 JANUARY   

","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T16:08:02.547"
"NA","AGRICULTURE","Others","Others","Weather","Information about weather ?","Kisan bhai aapke shetra mein 7 janvary se 12 janvary mein barish ki sambhavna nahi hai .","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T16:11:30.873"
"NA","AGRICULTURE","Others","Others","Weather","Timepass","","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T16:12:38.61"
"NA","AGRICULTURE","Others","Others","Weather","Weather information.........?
","Dear farmer,in your area can be cloudy from today till 12January, there is no possibility of rain.
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T16:15:08.2"
"NA","AGRICULTURE","Others","Others","Weather","Weather information…….?","","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T16:21:33.45"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","Weed control in Wheat crop ?","Farmer brother use to Sulfosulfuron 75% + Metsulfuran Methyl 5% WG 16 gram / acre 150 liters of water.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-07T16:59:51.383"
"NA","AGRICULTURE","Others","Others","Weather","Weather info  ?
","No rain found in your area today to next five days.
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T17:20:23.977"
"NA","AGRICULTURE","Others","Others","Weather","Tell me about weather information in district Chitrakoot?","Farmer brother there is a no possibility of rain in this week.
","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-07T17:23:45.563"
"NA","AGRICULTURE","Others","Others","Weather","information about weather of chitrakoot ?","Dear farmers, the weather is likely to be clean this week

","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-07T17:39:48.29"
"NA","AGRICULTURE","Others","Others","Weather","Tell me about weather information in district Chitrakoot?","Farmer brother there is a no possibility of rain in this week.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-07T18:36:36.153"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","plant protection of wheat ?","(1)Quinalphos 25 % EC @ 2 ML dava prati litar pani (2) carbendajim 12 % + maincozeb 63 % WP @ 2  gram dava prati litar pani ki dar se gholkar sprey kare. ","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-07T18:54:07.127"
"NA","AGRICULTURE","Others","0","Weather","Information about weather ?","Kisan bhai aapke shetra mein 7 janvary se 12 janvary mein barish ki sambhavna nahi hai .","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-07T19:28:40.823"
"NA","AGRICULTURE","Others","Others","Weather","Give me weather information? 
","kisan bhai aap ke yaha koi barish nhi hai
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-08T10:20:44.95"
"NA","AGRICULTURE","Cereals","Wheat","Nutrient Management","nutrient management in wheat crop..?","kisan bhai gehun ki fasal mei urea-20 gram, zinc sulphate-5 gram prati litre ki dar se ghol banakar spray kare.
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-08T10:22:05.633"
"NA","HORTICULTURE","Fruits","Guava","Vegetative Propagation and Tissue Culture","Give information about guava method....?","At a distance of 6.0 meters 60 to 60 cm in 20 to 25 pits, 1 kg of dung, mixed with dung manure and organic compost and upper soil mixture fill the pit well.","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-08T10:26:34.16"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","Weed control in Wheat crops..?
","Genhu me sakri avm chaudi patti kharpatvar nashi ke liye Sulfosulfuron 75% + Metsulfuron Methyl 5% WDG  16 gram /acre 150 liter pani me ghol kar spray kare
","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-08T12:38:38.003"
"NA","HORTICULTURE","Vegetables","Potato","	Plant Protection	","early blight in potato ...?","spray mancozeb 75 % wp 2 gm/liter of water ","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-08T16:40:49.97"
"NA","AGRICULTURE","Others","Others","Government Schemes","information about solarpump...?","kisan bhai aap adhjik jankari ke liye  block se sampark kare.","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-08T18:46:18.537"
"NA","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","GIVE INFORMATION ABOUT PLANT PROTECTION OF BRINJAL CROPS ?","Kisan bhai aap kisi bhi dawa ka spray hava ke davab me mat kare.","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-08T19:22:44.41"
"NA","HORTICULTURE","Medicinal and Aromatic Plants","Aloe Vera","Seeds and Planting Material","sowing time information  of aloevera ? ","kisan bhai aloe vera ki ropai  june - september me ki jati hai ","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-08T19:37:28.367"
"NA","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Water Management	","Irrigation in arhar crop?","Kisan bhai ap arhar ki fasal me faliyo me dana bharate samay halki sinchai kare","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-09T09:07:43.317"
"NA","AGRICULTURE","Others","Others","Weather","weather infromation ?","kisan bhai apke yaha es hafte mausam me baadal chaaye rahege ... tej barish ki sambhawana nhi hai ","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-09T09:14:01.937"
"NA","HORTICULTURE","Vegetables","Potato","	Plant Protection	","aaloo ki patti  pili pad rahi hai ","MANCOZEB 2 GM PRATI LITER KA SPRAY KARE
","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-09T11:33:42.247"
"NA","AGRICULTURE","Others","Others","Weather","Information of weather in Chitrakoot   ?
","kisan bhai aapke yaha aaj se lekar 12 january tak baarish hone ki koi sambhavana nahi hai aur 13, january ko hlki baarish hone ki sambhavana hai baaki 14 january ko baarish nahi hai 
","UTTAR PRADESH","CHITRAKOOT","MANIKPUR","2019-01-09T13:19:22.973"
"NA","AGRICULTURE","Others","Others","Weather","INFORMATION ABOUT WEATHER ....?","KISAN BHAI APKE KSHETRA ME 13 JANUARY ME HALKI BARISH KI SAMBHAWANA HAI .","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-09T15:29:09.533"
"NA","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Termite problem in wheat.............?","Kisan bhai aap Phorate 10 G 8-10 kilo prati acre ka paryog kren.","UTTAR PRADESH","CHITRAKOOT","RAMNAGAR","2019-01-09T17:36:20.86"
"NA","AGRICULTURE","Others","Others","Government Schemes","GIVE INFORMATION ABOUT KISAN CREDIT CARD ?","Kisan bhai aap kisan credit card ki jankari ke liye bank shakha se sampark kare.","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-09T19:39:26.433"
"NA","AGRICULTURE","Others","Others","Weather","Weather information in Jhansi district ...?
","Kisan Bhai This week you are likely to have a clear weather
","UTTAR PRADESH","CHITRAKOOT","KARWI","2019-01-10T08:40:54.92"
"NA","HORTICULTURE","Vegetables","Chillies","Fertilizer Use and Availability","fertilizer use in chillies crop...?","NPK 19:19:19 In a farmer's brother-chillies crops, make a batter in 150 liters of water per 1 kilogram and sulfur 450 grams per acre.","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-10T11:00:51.05"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","control of borad and narrow leaf weeds in wheat crops...?","Spray the sulphosulfuron 75% WG + Metlsulfurone methyl 5% 16 grams / acre of 150 liters of water for the control of broad and sucroseous weed in the farmer's brother wheat crop.","UTTAR PRADESH","CHITRAKOOT","MAU","2019-01-10T11:05:42.867"
"NA","ANIMAL HUSBANDRY","Animal","POULTRY  FARM ","Credit","Murgi palan vibhag ka number den?
","Kisan bhai murgi palan vibhag ka number 05812303223 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:42:41.757"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
"NA","FISHERIES","Marine","Marine","Fishery Mechanization","Matasya palan vibhag ka toll free number den?","KIsan bhai matasya vibhag ka toll free number 18001805661 hai.","UTTAR PRADESH","CHITRAKOOT","PAHARI","2019-01-10T11:45:05.53"
