"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"NA","AGRICULTURE","Others","Others","Weather","weather information ...?
","You are likely to be weather clean this week
","UTTAR PRADESH","KANPUR DEHAT","SANDALPUR","2019-01-02T18:31:05.397"
"NA","AGRICULTURE","Others","Others","Weather","Weather info  ?
","No rain found in your area today to next five days.
","UTTAR PRADESH","KANPUR DEHAT","RASULABAD","2019-01-02T18:34:05.8"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","weed management ..?"," Mate Sulfuron Methyl 8% WP Spray with 200 liters of water per 8 gram per acre","UTTAR PRADESH","KANPUR DEHAT","DERAPUR","2019-01-02T19:03:25.883"
"NA","AGRICULTURE","Others","Others","Weather","Nutrient management information of potato..?","kisan bhai aap Sagrika 250 ml / acre 150 liter pani me spray kare.","UTTAR PRADESH","KANPUR DEHAT","MAITHA","2019-01-02T19:31:58.903"
"NA","HORTICULTURE","Fruits","Banana","	Plant Protection	","Yellow sigatoka disease control in banana crop ?","Apply 3 times spray  Carbendazim 50 % wp 2 gram /liter water  at 10-15 days interval .","UTTAR PRADESH","KANPUR DEHAT","AKBARPUR","2019-01-02T19:32:14.877"
"NA","HORTICULTURE","Condiments and Spices","Fenugreek","	Plant Protection	","INSECT CONTROL IN FENUGREEK CROP ....?","Dear farmer use to Imidacloprid 17.8% SL 1ml/liter water splash in the field ,
","UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA","2019-01-02T20:14:43.383"
"NA","AGRICULTURE","Others","Others","Weather","Weather information of District-Kanpur dehat....?","kisan bhai aap ke yahan 2 se 5 January tak mausam saaf rahega aur 6 January meinbunda bandi  hone ki sambhawana hai.
","UTTAR PRADESH","KANPUR DEHAT","JHINJHAK","2019-01-02T20:24:56.227"
"NA","AGRICULTURE","Others","Others","Weather","weather information in kanpur dehat  district ?","kisan bhai  6 janvary ko halki barish ki sambhawa hai ","UTTAR PRADESH","KANPUR DEHAT","MAITHA","2019-01-02T21:23:45.083"
"NA","AGRICULTURE","Others","Others","Weather","Information about weather..?
"," Kisan bhai aap ke yaha aaj se 08 january  tak  barish hone ki sambhavana nahi hai.
","UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA","2019-01-03T07:06:06.997"
"NA","AGRICULTURE","Others","Others","Weather","Give me weather information? 
","kisan bhai aap ke yaha koi barish nhi hai
","UTTAR PRADESH","KANPUR DEHAT","RAJPUR","2019-01-03T08:18:52.153"
"NA","AGRICULTURE","Cereals","Wheat","Weed Management","Broad & narrow leaf weed control in wheat crops ...?
","Spraying 500 liters of water in 30 to 35 days after sowing of Sulfosulfuron 75% + Met sulfosulfuron methyl 5% WG 40 gram / ha for broad and narrow leaf weeds in wheat.
","UTTAR PRADESH","KANPUR DEHAT","JHINJHAK","2019-01-03T08:34:06.83"
"NA","AGRICULTURE","Others","Others","Weather","TELL ME ABOUT WEATHER INFORMATION ?","RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY 
","UTTAR PRADESH","KANPUR DEHAT","RASULABAD","2019-01-03T08:49:59.133"
"NA","AGRICULTURE","Others","Others","Weather","Tell me about  weather information......?
","The weather will stay here cloud. And there is no possibility of rain
","UTTAR PRADESH","KANPUR DEHAT","RASULABAD","2019-01-03T09:09:25.673"
"NA","AGRICULTURE","Others","0","Weather","Weather information in Rajpur..?","Farmer brother, there is no possibility of rain till 08 January.","UTTAR PRADESH","KANPUR DEHAT","RAJPUR","2019-01-03T09:49:38.41"
"NA","AGRICULTURE","Oilseeds","Mustard","	Water Management	","Water management in Mustard ..?","kisan bhai sarson me dusari sichai baali me dana bharte samay kar sakte hai","UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA","2019-01-03T10:14:15.367"
"NA","AGRICULTURE","Others","Others","Weather","information about weather report in Dist. Kanpur Dehat  (Sarbankhera)  .......?
","kisaan bhai aaj se 5 january tak aapke yaha mausaam saaf rahega parantu 6 or 7 january ko aapke yaha halki si boonda baandi ki sambhavna hai.
","UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA","2019-01-03T10:18:58.59"
"NA","AGRICULTURE","Others","Others","Weather","information about weather report in Dist. Kanpur Dehat  (Derapur)   ..........?
","kisaan bhai aapke yaha pure saptah mausam saaf rahega ,baarish ki koi sambhavna nahi hai
","UTTAR PRADESH","KANPUR DEHAT","DERAPUR","2019-01-03T10:26:44.79"
"NA","AGRICULTURE","Others","Others","Weather","Plz give me weather information ?
","Kisan Bhai, there is no possibility of the weather to be clear on January 7.
","UTTAR PRADESH","KANPUR DEHAT","JHINJHAK","2019-01-03T10:44:02.207"
"NA","HORTICULTURE","Vegetables","Pointed Gourd","Agriculture Mechanization","Bean flower falls"," Kisan Bhai, you can dilute the planophix in 1 ml / 3 liter water.
","UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA","2019-01-03T11:38:51.857"
